question_id,question,expected_answer,expected_supporting_materials,expected_explanation,top_k,retrieval_mode,rerank,query_explanation_enabled,llm_backend,expanded_query,relevant_ref_doc_ids,retrieved_doc_ids,retrieved_chunk_ids,retrieved_ref_ids,recall_at_k,mrr,ndcg_at_k,retrieval_latency_ms,generation_latency_ms,answer,supporting_materials,explanation,citation_doc_ids,citation_chunk_ids,verification_passed,verification_confidence,verification_warnings,error_type,error_message
q11,"What is the estimated total operational water consumption for training GPT-3 in Microsoft's U.S. data centers, in million liters?",5.439 million liters,Table 1,Table,10,hybrid,False,True,api,GPT-3 training operational water consumption million liters Microsoft U.S. data centers,"[""2304.03271""]","[""2304.03271"", ""2304.03271"", ""2304.03271"", ""2304.03271"", ""2304.03271"", ""2501.16548"", ""2304.03271"", ""2501.16548"", ""2505.09598"", ""2304.03271""]","[""2304.03271_f1f133a4"", ""2304.03271_e51ac5d6"", ""2304.03271_1847c9f2"", ""2304.03271_284b8f69"", ""2304.03271_f0f72bed"", ""2501.16548_b556b6c0"", ""2304.03271_643cf86b"", ""2501.16548_250cf265"", ""2505.09598_c9f6f5c5"", ""2304.03271_tab_e7dad67a""]","[""2304.03271"", ""2304.03271"", ""2304.03271"", ""2304.03271"", ""2304.03271"", ""2501.16548"", ""2304.03271"", ""2501.16548"", ""2505.09598"", ""2304.03271""]",1.0,1.0,1.0,1226.294,1590.88,5.4 million liters,"The text states that training GPT-3 in Microsoft's U.S. data centers consumes a total of 5.4 million liters of water, including 700,000 liters of on-site consumption. Table 1 further details the breakdown, showing a total water consumption of 5.439 million liters for the U.S. Average location.","The provided context explicitly states the estimated total operational water consumption for training GPT-3 in Microsoft's U.S. data centers is 5.4 million liters in the text and 5.439 million liters in the table, directly answering the question.","[""2304.03271"", ""2304.03271""]","[""2304.03271_f1f133a4"", ""2304.03271_tab_e7dad67a""]",True,1.0,[],,
q12,True or False: The authors propose that sustainability impact assessments (SIAs) should apply not just to high-risk AI but across all AI systems.,TRUE,Section 5.4 Sustainability Impact Assessments: 'these assessments should not be limited to high-risk AI models but should also apply to all AI systems...',Quote,10,hybrid,False,True,api,sustainability impact assessments SIAs scope high-risk AI all AI systems proposal,"[""2410.06681""]","[""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2206.05229"", ""2504.00797"", ""2504.00797"", ""2504.00797"", ""2410.06681""]","[""2410.06681_c277358f"", ""2410.06681_a84c3685"", ""2410.06681_098ce058"", ""2410.06681_340edf0d"", ""2410.06681_d8d80939"", ""2206.05229_5466f3c2"", ""2504.00797_ffb91696"", ""2504.00797_13da9913"", ""2504.00797_9f352bb2"", ""2410.06681_tab_8d88ac46""]","[""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2206.05229"", ""2504.00797"", ""2504.00797"", ""2504.00797"", ""2410.06681""]",1.0,1.0,1.0,772.991,1657.855,True,"The text explicitly states that sustainability impact assessments (SIAs) should not be limited to high-risk AI models but should also apply to all AI systems, regardless of risk classification, because carbon footprints are often unrelated to risk levels.","Chunk 1 directly answers the question by stating, ""Importantly, these assessments should not be limited to high-risk AI models but should also apply to all AI systems, regardless of the associated risk to health or safety."" This confirms the authors' proposal that SIAs apply across all AI systems.","[""2410.06681""]","[""2410.06681_c277358f""]",True,1.0,[],,
q13,True or False: Local inference was emphasized as a sustainability measure because it reduces both network overhead and carbon footprint when deploying large language models.,TRUE,Section III.B.1: 'local inference allows models to run directly on user devices... significantly reduces both network overhead and carbon footprint',Quote,10,hybrid,False,True,api,local inference sustainability large language models network overhead carbon footprint deployment,"[""2504.06307""]","[""2504.06307"", ""2504.06307"", ""2508.14170"", ""2503.05804"", ""2304.03271"", ""2504.06307"", ""2504.17674"", ""2104.10350"", ""2302.08476"", ""2505.09598""]","[""2504.06307_fcb3ac1c"", ""2504.06307_00f4419d"", ""2508.14170_b5df3066"", ""2503.05804_e44baa73"", ""2304.03271_d50720ca"", ""2504.06307_0e7ba835"", ""2504.17674_54597742"", ""2104.10350_cf714c51"", ""2302.08476_59df47fe"", ""2505.09598_e00ba4eb""]","[""2504.06307"", ""2504.06307"", ""2508.14170"", ""2503.05804"", ""2304.03271"", ""2504.06307"", ""2504.17674"", ""2104.10350"", ""2302.08476"", ""2505.09598""]",1.0,1.0,1.0,725.187,1806.59,True,"The framework emphasizes local inference to mitigate environmental impact. Local inference allows models to run on user devices, minimizing data transmission between clients and remote servers, which significantly reduces both network overhead and carbon footprint.","The provided context explicitly states in chunk 2504.06307_00f4419d that the proposed framework emphasizes local inference to reduce energy consumption and carbon emissions. It specifically notes that by minimizing data transmission, this method ""significantly reduces both network overhead and carbon footprint.""","[""2504.06307""]","[""2504.06307_00f4419d""]",True,1.0,[],,
q14,True or False: Tracking the runtime of a training job is an important step for estimating compute cost in GPU-based or cloud environments.,TRUE,"""Authors should report training time and sensitivity to hyperparameters. Our experiments suggest that it would be beneficial to directly compare different models to perform a cost-benefit (accuracy) analysis. To address this, when proposing a model that is meant
to be re-trained for downstream use, such as retraining on a new domain or fine-tuning on a new task, authors should report training time and computational resources required, as well as model sensitivity to hyperparameters""",Quote,10,hybrid,False,True,api,GPU cloud training job runtime compute cost estimation,"[""1906.02243""]","[""1906.02243"", ""2405.21015"", ""2504.11816"", ""2408.04693"", ""2405.21015"", ""2405.21015"", ""2405.21015"", ""2405.21015"", ""2405.21015"", ""2504.11816""]","[""1906.02243_57af6eb2"", ""2405.21015_b8cf56ef"", ""2504.11816_5c698c3a"", ""2408.04693_e61c39c3"", ""2405.21015_0c5ec1cd"", ""2405.21015_2ca85d17"", ""2405.21015_fig_c6f191aa"", ""2405.21015_6b3ccd08"", ""2405.21015_b27f2c9e"", ""2504.11816_c8f0301e""]","[""1906.02243"", ""2405.21015"", ""2504.11816"", ""2408.04693"", ""2405.21015"", ""2405.21015"", ""2405.21015"", ""2405.21015"", ""2405.21015"", ""2504.11816""]",1.0,1.0,1.0,1012.591,1849.906,True,"The context confirms that GPU usage in cloud environments is billed on an hourly basis, making runtime tracking essential for cost estimation. It explicitly states that costs are calculated as the product of training chip-hours and historical cloud rental prices.","The provided text directly supports the statement by explaining that cloud GPU billing is hourly (Chunk 3) and that training costs are estimated by multiplying the number of training chip-hours (runtime) by rental prices (Chunks 5, 7, 8).","[""2504.11816"", ""2405.21015"", ""2405.21015"", ""2405.21015""]","[""2504.11816_5c698c3a"", ""2405.21015_0c5ec1cd"", ""2405.21015_fig_c6f191aa"", ""2405.21015_6b3ccd08""]",True,1.0,[],,
q15,"For the LLaMA-65B model, what was the maximum performance improvement (latency reduction) achieved by enabling the automated resource utilization overlapping feature in the 2025 Chen et al. study?",13.20%,"As illustrated in Figure 14, the LLaMA-65B model experiences a significant improvement in performance, achieving up to a 13.2% with through automated resource utilization overlapping.",Quote,10,hybrid,False,True,api,LLaMA-65B automated resource utilization overlapping latency reduction 2025 Chen et al.,"[""2405.01814""]","[""2405.01814"", ""2405.01814"", ""2405.01814"", ""2405.01814"", ""2405.01814"", ""2405.01814"", ""2310.03003"", ""2310.03003"", ""2504.17674"", ""2310.03003""]","[""2405.01814_166da46b"", ""2405.01814_fig_431abecf"", ""2405.01814_46021d84"", ""2405.01814_f7ab86d8"", ""2405.01814_fig_5847d412"", ""2405.01814_2c6a03a0"", ""2310.03003_b9b6b15c"", ""2310.03003_9a0b64f3"", ""2504.17674_52f0105c"", ""2310.03003_7898a861""]","[""2405.01814"", ""2405.01814"", ""2405.01814"", ""2405.01814"", ""2405.01814"", ""2405.01814"", ""2310.03003"", ""2310.03003"", ""2504.17674"", ""2310.03003""]",1.0,1.0,1.0,813.964,1933.117,13.2%,"The text states that for the LLaMA-65B model, enabling automated resource utilization overlapping achieved up to a 13.2% improvement in performance (latency reduction), as illustrated in Figure 14.","The provided context explicitly states in chunk [1] and [3] that the LLaMA-65B model experiences a significant improvement of up to 13.2% with automated resource utilization overlapping. Although the question references a ""2025 Chen et al. study,"" the provided text (doc_id 2405.01814) contains the specific data point requested regarding the LLaMA-65B model and the feature, allowing for a confident answer based on the available evidence.","[""2405.01814"", ""2405.01814""]","[""2405.01814_166da46b"", ""2405.01814_46021d84""]",True,1.0,[],,
q16,Who is Charli XCX?,Unable to answer with confidence based on the provided documents.,N/A,N/A,10,hybrid,False,True,api,Charli XCX biography artist identity,[],"[""2211.06318"", ""2211.06318"", ""2412.06288"", ""2306.03163"", ""2211.06318"", ""2211.06318"", ""2211.06318"", ""2211.06318"", ""2412.06288"", ""2211.06318""]","[""2211.06318_34afad88"", ""2211.06318_4b67c602"", ""2412.06288_9f639b60"", ""2306.03163_f4dc319f"", ""2211.06318_ddd3174c"", ""2211.06318_6e80890b"", ""2211.06318_00321483"", ""2211.06318_ca0960f2"", ""2412.06288_7665633a"", ""2211.06318_308cb42f""]","[""2211.06318"", ""2211.06318"", ""2412.06288"", ""2306.03163"", ""2211.06318"", ""2211.06318"", ""2211.06318"", ""2211.06318"", ""2412.06288"", ""2211.06318""]",0.0,0.0,0.0,770.342,1298.312,Unable to answer with confidence based on the provided documents.,is_blank,is_blank,[],[],True,0.9,"[""Generator returned fallback answer.""]",,
q17,"Which of the following five large NLP DNNs has the highest energy consumption: Meena, T5, GPT-3, GShard-600B, or Switch Transformer?",GPT-3,Figure 3,Figure,10,hybrid,False,True,api,Meena T5 GPT-3 GShard-600B Switch Transformer energy consumption comparison,"[""2104.10350""]","[""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2111.00364"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2504.17674""]","[""2104.10350_fig_0b222f1b"", ""2104.10350_fig_6a9e8056"", ""2104.10350_fig_055e9939"", ""2104.10350_fig_40f09abb"", ""2104.10350_6310df00"", ""2111.00364_0fc08304"", ""2104.10350_b204596b"", ""2104.10350_fig_a6690e7e"", ""2104.10350_e3db5671"", ""2504.17674_fig_46a1d342""]","[""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2111.00364"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2504.17674""]",1.0,1.0,1.0,796.925,2044.062,GPT-3,"Figure 3 in chunk [2] shows GPT-3 (V100) has the highest energy consumption at 1,287 MWh among the five models. Text in chunk [7] confirms GPT-3 training used 1,287 MWh (implied by context of emissions and comparison), while other models like Meena used 232 MWh and T5 used 86 MWh.","The provided context explicitly states in Figure 3 (chunk [2]) that GPT-3 (V100) exhibits the highest energy consumption at 1,287 MWh, significantly higher than Meena (232 MWh), Switch Transformer (179 MWh), T5 (86 MWh), and Gshard-600B (24 MWh).","[""2104.10350"", ""2104.10350""]","[""2104.10350_fig_6a9e8056"", ""2104.10350_b204596b""]",True,1.0,[],,
q18,How many days of CO_ emissions from an average American life are equivalent to training BERT base?,14.4,Table 1 and Table 3,1438 lbs / 99.8 lbs/day = 14.4,20,hybrid,True,True,api,BERT base training CO2 emissions equivalent days average American life,"[""1906.02243""]","[""2206.05229"", ""2206.05229"", ""2206.05229"", ""2206.05229"", ""2206.05229"", ""1906.02243"", ""2206.05229"", ""2206.05229"", ""2302.08476"", ""1906.02243""]","[""2206.05229_fig_322004d3"", ""2206.05229_fig_3787a013"", ""2206.05229_fig_4b6d0e86"", ""2206.05229_fig_f2d827e8"", ""2206.05229_fig_06458c73"", ""1906.02243_a22166a8"", ""2206.05229_fig_020bdb68"", ""2206.05229_fig_da2b8344"", ""2302.08476_12916606"", ""1906.02243_8f70db9f""]","[""2206.05229"", ""2206.05229"", ""2206.05229"", ""2206.05229"", ""2206.05229"", ""1906.02243"", ""2206.05229"", ""2206.05229"", ""2302.08476"", ""1906.02243""]",1.0,0.5,0.6309297535714575,14462.776,2049.399,Unable to answer with confidence based on the provided documents.,is_blank,is_blank,[],[],True,0.9,"[""Generator returned fallback answer.""]",,
q19,True or False: The Transformer architecture eventuallly outperforms the Evolved Transformers architecture on the WMT'24 EN-DE BLUE task as the model sizes grow.,FALSE,Figure 4,Figure,10,hybrid,False,True,api,Transformer vs Evolved Transformers WMT'24 EN-DE BLEU performance model size scaling,"[""2104.10350""]","[""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""1906.02243"", ""2104.10350"", ""2104.10350"", ""2104.10350""]","[""2104.10350_fig_e4cf4ce2"", ""2104.10350_e3db5671"", ""2104.10350_71681da5"", ""2104.10350_74a98c9d"", ""2104.10350_6c278a16"", ""2104.10350_fig_41994132"", ""1906.02243_f9d62b7d"", ""2104.10350_a473041f"", ""2104.10350_7456f81b"", ""2104.10350_aa8d9adf""]","[""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""2104.10350"", ""1906.02243"", ""2104.10350"", ""2104.10350"", ""2104.10350""]",1.0,1.0,1.0,965.126,1592.2,Unable to answer with confidence based on the provided documents.,is_blank,is_blank,[],[],True,0.9,"[""Generator returned fallback answer.""]",,
q20,"What dataset of 5,842 labeled entries was used to test energy-efficient large language models in the financial domain?",Financial Sentiment Analysis,"Section IV.B: 'Our dataset, Financial Sentiment Analysis [18], comprises 5,842 entries...'",Quote,10,hybrid,False,True,api,"energy-efficient large language models financial domain dataset 5,842 labeled entries","[""2504.06307""]","[""2508.14170"", ""2508.14170"", ""2504.06307"", ""2504.06307"", ""2505.06371"", ""2310.03003"", ""2508.14170"", ""2508.14170"", ""2111.00364"", ""2504.17674""]","[""2508.14170_eb2e7719"", ""2508.14170_c1bb1d75"", ""2504.06307_dcc3e068"", ""2504.06307_396236ec"", ""2505.06371_d2cdd9b0"", ""2310.03003_d68df015"", ""2508.14170_aeea8ce1"", ""2508.14170_bad8dfec"", ""2111.00364_9e6f0a62"", ""2504.17674_7582f6cc""]","[""2508.14170"", ""2508.14170"", ""2504.06307"", ""2504.06307"", ""2505.06371"", ""2310.03003"", ""2508.14170"", ""2508.14170"", ""2111.00364"", ""2504.17674""]",1.0,0.5,0.6309297535714575,871.64,1895.817,"The Financial Sentiment Analysis dataset, which comprises 5,842 entries organized into ""text"" and ""label"" columns, was used.","Chunk [3] explicitly states: ""Our dataset, Financial Sentiment Analysis [18], comprises 5,842 entries organized into two columns: 'text' and 'label'."" It further notes the dataset is suitable for sentiment analysis tasks in machine learning studies within the financial domain.","The provided context in chunk [3] directly identifies a dataset with exactly 5,842 labeled entries named ""Financial Sentiment Analysis"" used for analysis in the financial domain, matching the specific number and domain criteria in the question.","[""2504.06307""]","[""2504.06307_dcc3e068""]",True,1.0,[],,
q21,True or False: Eight T4 spot instances could be more cost-efficient than a DGX-2 node for distributed training.,TRUE,Abstract: 'eight T4 instances... trumping both more centralized and powerful hardware such as DGX-2',Quote,10,hybrid,False,True,api,cost efficiency comparison T4 spot instances DGX-2 node distributed training,"[""2306.03163""]","[""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163""]","[""2306.03163_1a545301"", ""2306.03163_fig_2c4b2597"", ""2306.03163_db0b5192"", ""2306.03163_fig_4d5bb7bb"", ""2306.03163_fig_179aed04"", ""2306.03163_d23e0f50"", ""2306.03163_14e1d36e"", ""2306.03163_56f1872d"", ""2306.03163_15c3bdf6"", ""2306.03163_c0915e69""]","[""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163""]",1.0,1.0,1.0,889.133,1901.375,True,"The document states that eight T4 spot instances can be more cost-efficient than a DGX-2 node for specific models like ConvNextLarge, citing a cost of $0.72/h for 8xT4 versus $6.30/h for DGX-2 spot pricing. Figure 1 confirms that 8xT4 Spot setups are cheaper than centralized DGX-2 offerings for ConvNextLarge training.","The provided context explicitly supports the statement for certain scenarios, specifically ConvNextLarge training, where 8xT4 spot instances are shown to be cheaper and faster than a DGX-2 node. While the document notes this is not true for all models (e.g., RoBERTaXLM), the statement ""could be"" is validated by the ConvNextLarge results.","[""2306.03163"", ""2306.03163"", ""2306.03163"", ""2306.03163""]","[""2306.03163_1a545301"", ""2306.03163_fig_2c4b2597"", ""2306.03163_db0b5192"", ""2306.03163_15c3bdf6""]",True,1.0,[],,
q22,True or False: The 2023 US Executive Order regarding AI mentioned the greenhouse gas emissions or energy usage of AI.,FALSE,"""Similarly, sustainability considerations were also lacking in the 2023 US Executive Order regarding AI [20], which did not mention Al's greenhouse gas emissions nor energy usage...""",Quote,10,hybrid,False,True,api,2023 US Executive Order on AI greenhouse gas emissions energy usage,"[""2504.00797""]","[""2504.00797"", ""2410.06681"", ""2410.06681"", ""2501.16548"", ""2504.00797"", ""2506.15572"", ""2505.09598"", ""2501.16548"", ""2206.05229"", ""2302.08476""]","[""2504.00797_55d13fd8"", ""2410.06681_9fcabfae"", ""2410.06681_3f16e45e"", ""2501.16548_fd214427"", ""2504.00797_d3e8eb5b"", ""2506.15572_77569198"", ""2505.09598_fe059aa8"", ""2501.16548_1ce06e4a"", ""2206.05229_60f31575"", ""2302.08476_661ed229""]","[""2504.00797"", ""2410.06681"", ""2410.06681"", ""2501.16548"", ""2504.00797"", ""2506.15572"", ""2505.09598"", ""2501.16548"", ""2206.05229"", ""2302.08476""]",1.0,1.0,1.0,4323.567,15264.08,False,"The context states that sustainability considerations were lacking in the 2023 US Executive Order regarding AI, which did not mention AI’s greenhouse gas emissions nor energy usage.","The cited chunk explicitly confirms that the 2023 US Executive Order regarding AI did not mention greenhouse gas emissions or energy usage, directly supporting the False answer.","[""2504.00797""]","[""2504.00797_55d13fd8""]",True,1.0,[],,
q23,"True or False: Under Germany's 2023 Energy Efficiency Act, data centers must run on 100% renewable energy by January 1, 2027.",TRUE,"Section 3.3 German 2023 Energy Efficiency Act: 'requiring... 50 % renewable energy, increasing that factor to 100% by 1 Jan 2027.'",Quote,10,hybrid,False,True,api,Germany 2023 Energy Efficiency Act data centers 100% renewable energy January 1 2027,"[""2410.06681""]","[""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2108.06738"", ""2410.06681"", ""2412.06288""]","[""2410.06681_d62bffdb"", ""2410.06681_4612bfbd"", ""2410.06681_f78858bf"", ""2410.06681_9c4fe210"", ""2410.06681_c5f2fda0"", ""2410.06681_ea347445"", ""2410.06681_fc82a38c"", ""2108.06738_5384a147"", ""2410.06681_a0d142be"", ""2412.06288_a1f2e570""]","[""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2108.06738"", ""2410.06681"", ""2412.06288""]",1.0,1.0,1.0,885.458,1534.93,True,"The German 2023 Energy Efficiency Act requires data centers to run on 50% renewable energy, increasing to 100% by January 1, 2027.","Chunk 3 explicitly states that the Act sets targets requiring data centers to run on 50% renewable energy, increasing that factor to 100% by 1 Jan 2027. Chunk 5 confirms the Act was established on November 8, 2023, and includes these specific renewable energy targets.","[""2410.06681"", ""2410.06681""]","[""2410.06681_f78858bf"", ""2410.06681_c5f2fda0""]",True,1.0,[],,
q24,"Out of a sample of 60 papers from top AI conferences, how many papers from ACL targeted both accuracy and efficiency?",2 papers,Figure 2,Figure,10,hybrid,False,True,api,ACL papers targeting both accuracy and efficiency sample of 60 top AI conferences,"[""1907.10597""]","[""1907.10597"", ""1907.10597"", ""1907.10597"", ""1907.10597"", ""2302.08476"", ""2104.10350"", ""2302.08476"", ""2505.09598"", ""2504.00797"", ""1907.10597""]","[""1907.10597_fig_036e221e"", ""1907.10597_c15723a6"", ""1907.10597_2fef03c8"", ""1907.10597_c0d8471f"", ""2302.08476_fa211d31"", ""2104.10350_f71f5204"", ""2302.08476_db22151a"", ""2505.09598_ea313ec8"", ""2504.00797_6e7d43e8"", ""1907.10597_fig_416c6a9e""]","[""1907.10597"", ""1907.10597"", ""1907.10597"", ""1907.10597"", ""2302.08476"", ""2104.10350"", ""2302.08476"", ""2505.09598"", ""2504.00797"", ""1907.10597""]",1.0,1.0,1.0,1072.449,1540.468,2,"Figure 2 data indicates that out of 60 papers from top AI conferences, 2 papers from ACL 2018 targeted both accuracy and efficiency.","The provided context explicitly states in the description of Figure 2 that the 'Both' category shows 2 papers in ACL 2018, which is part of the sample of 60 papers from top AI conferences mentioned in the question.","[""1907.10597""]","[""1907.10597_fig_036e221e""]",True,1.0,[],,
q25,"According to recent estimates, what percentage of a model's total lifecycle energy use can inference account for?",Up to 90%,"Recent estimates suggest inference can account for up to 90% of a model's total lifecycle energy use [14, 15].",Quote,10,hybrid,False,True,api,model lifecycle energy use inference percentage estimates,"[""2505.09598""]","[""2505.09598"", ""2311.16863"", ""2405.21015"", ""2311.16863"", ""2311.16863"", ""2405.21015"", ""2311.16863"", ""2412.06288"", ""2206.05229"", ""2410.06681""]","[""2505.09598_617e74af"", ""2311.16863_2a461656"", ""2405.21015_fig_6cc8743c"", ""2311.16863_6d1e94fb"", ""2311.16863_75be6849"", ""2405.21015_fig_400820f9"", ""2311.16863_2480e53c"", ""2412.06288_3e5de8c0"", ""2206.05229_e8131ab1"", ""2410.06681_d182dac9""]","[""2505.09598"", ""2311.16863"", ""2405.21015"", ""2311.16863"", ""2311.16863"", ""2405.21015"", ""2311.16863"", ""2412.06288"", ""2206.05229"", ""2410.06681""]",1.0,1.0,1.0,751.237,2040.43,Up to 90%,"Recent estimates suggest inference can account for up to 90% of a model's total lifecycle energy use, as inference occurs consistently and on a large scale compared to training.","Chunk [1] explicitly states that ""Recent estimates suggest inference can account for up to 90% of a model's total lifecycle energy use,"" directly answering the question.","[""2505.09598""]","[""2505.09598_617e74af""]",True,1.0,[],,
q26,True or False: The AI Act requires providers to report both training and inference energy consumption for general-purpose AI models.,FALSE,"Section 4.3 Transparency: 'this requirement... only covers the energy used during the model's development phase, but leaves out the inference phase.'",Quote,10,hybrid,False,True,api,AI Act general-purpose AI models training energy consumption inference energy consumption reporting requirements,"[""2410.06681""]","[""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2311.16863"", ""2311.16863"", ""2410.06681"", ""2505.06371"", ""2410.06681""]","[""2410.06681_3f16e45e"", ""2410.06681_414a687e"", ""2410.06681_49d97d14"", ""2410.06681_40e18662"", ""2410.06681_a101b04e"", ""2311.16863_6d290b27"", ""2311.16863_2480e53c"", ""2410.06681_ae3c5de3"", ""2505.06371_058ba5c5"", ""2410.06681_3dc505e7""]","[""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2311.16863"", ""2311.16863"", ""2410.06681"", ""2505.06371"", ""2410.06681""]",1.0,1.0,1.0,778.885,1693.493,False,"The provided context indicates that the AI Act does not explicitly mandate the disclosure of energy consumption during the inference phase, though it requires documentation of computational resources for training.","The text explicitly states in chunk [3] that ""the Act does not mandate the disclosure of energy consumption during the inference phase,"" and in chunk [4] that for high-risk systems, the documentation of computational resources ""does not include the energy consumption directly."" Therefore, the Act does not currently require reporting of both training and inference energy consumption as stated in the question.","[""2410.06681"", ""2410.06681""]","[""2410.06681_49d97d14"", ""2410.06681_40e18662""]",True,1.0,[],,
q27,True or False: The AI Act currently requires providers to report energy use during the inference phase of AI models.,FALSE,"Section 4.3 Transparency: 'this requirement... only covers the energy used during the model's development phase, but leaves out the inference phase.'",Quote,10,hybrid,False,True,api,AI Act energy use reporting requirements inference phase AI models,"[""2410.06681""]","[""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2506.15572"", ""2410.06681"", ""2410.06681"", ""2410.06681""]","[""2410.06681_3f16e45e"", ""2410.06681_49d97d14"", ""2410.06681_9fcabfae"", ""2410.06681_d182dac9"", ""2410.06681_098ce058"", ""2410.06681_3dc505e7"", ""2506.15572_b3c4cd57"", ""2410.06681_40e18662"", ""2410.06681_d6f639d5"", ""2410.06681_414a687e""]","[""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2410.06681"", ""2506.15572"", ""2410.06681"", ""2410.06681"", ""2410.06681""]",1.0,1.0,1.0,708.994,1680.515,False,"The provided context explicitly states that the AI Act does not mandate the disclosure of energy consumption during the inference phase, noting this as a significant gap in the current legislation.","Multiple chunks (specifically [2], [4], and [5]) confirm that while the AI Act requires reporting on energy consumption during the development phase, it currently omits the inference phase from these mandatory reporting obligations.","[""2410.06681"", ""2410.06681"", ""2410.06681""]","[""2410.06681_49d97d14"", ""2410.06681_d182dac9"", ""2410.06681_098ce058""]",True,1.0,[],,
q28,True or False: New AI data centers often rely on air cooling due to high server power densities.,FALSE,"""In general, new data centers dedicated to AI training often rely on liquid cooling due to the high server power densities.""",Quote,10,hybrid,False,True,api,New AI data centers air cooling high server power densities,"[""2304.03271""]","[""2304.03271"", ""2410.06681"", ""2304.03271"", ""2108.06738"", ""2410.06681"", ""2304.03271"", ""2501.16548"", ""2412.06288"", ""2108.06738"", ""2405.21015""]","[""2304.03271_b53ede38"", ""2410.06681_4d9d6df7"", ""2304.03271_6a11ac06"", ""2108.06738_277cca63"", ""2410.06681_2ea2a4d9"", ""2304.03271_9da1f26b"", ""2501.16548_94c846d6"", ""2412.06288_474fd862"", ""2108.06738_88ffa531"", ""2405.21015_e5d0ac8e""]","[""2304.03271"", ""2410.06681"", ""2304.03271"", ""2108.06738"", ""2410.06681"", ""2304.03271"", ""2501.16548"", ""2412.06288"", ""2108.06738"", ""2405.21015""]",1.0,1.0,1.0,851.92,1477.598,False,"New AI data centers dedicated to training often rely on liquid cooling due to high server power densities, rather than air cooling.","The provided context explicitly states in chunk 2304.03271_b53ede38 that ""new data centers dedicated to AI training often rely on liquid cooling due to the high server power densities,"" which directly contradicts the claim that they rely on air cooling.","[""2304.03271""]","[""2304.03271_b53ede38""]",True,1.0,[],,
q29,By what factor did platform-level caching improve the power efficiency of the inference workload for the cross-lingual Transformer language model described in Wu et al. (2021)?,6.7x,"""Platform-Level Caching. Starting with a CPU server baseline, application-level caching improves power efficiency by 6.7x.""",Quote,10,hybrid,False,True,api,Wu et al. 2021 cross-lingual Transformer platform-level caching power efficiency inference workload improvement factor,"[""2111.00364""]","[""2111.00364"", ""2111.00364"", ""2508.14170"", ""2111.00364"", ""2504.11816"", ""2104.10350"", ""2104.10350"", ""2505.09598"", ""2405.01814"", ""2104.10350""]","[""2111.00364_fig_44e161e9"", ""2111.00364_4538b90f"", ""2508.14170_6aba2f94"", ""2111.00364_9506ce5c"", ""2504.11816_9f245d6b"", ""2104.10350_fig_0b222f1b"", ""2104.10350_7456f81b"", ""2505.09598_bd2cab0a"", ""2405.01814_cb081494"", ""2104.10350_fig_e4cf4ce2""]","[""2111.00364"", ""2111.00364"", ""2508.14170"", ""2111.00364"", ""2504.11816"", ""2104.10350"", ""2104.10350"", ""2505.09598"", ""2405.01814"", ""2104.10350""]",1.0,1.0,1.0,832.897,1861.602,6.7,"The text states that for the cross-lingual language model (LM) task, application-level caching improves power efficiency by 6.7x compared to a CPU server baseline.","The provided context explicitly identifies the improvement factor for platform-level caching in the cross-lingual Transformer language model described in Wu et al. (2021) as 6.7x in chunk [2], which is further supported by the breakdown of optimization steps in chunk [4].","[""2111.00364"", ""2111.00364""]","[""2111.00364_4538b90f"", ""2111.00364_9506ce5c""]",True,1.0,[],,
